"";"identificationEtDescription:periodesDeCreationExecution";"identificationEtDescription:auteursExecutantsCollecteurs";"identificationEtDescription:titres";"identificationEtDescription:domaines";"identificationEtDescription:etatActuelDuBien";"identificationEtDescription:materiauxEtTechniques";"identificationEtDescription:mesures";"identificationEtDescription:inscriptions";"identificationEtDescription:millesimesDeCreationExecution";"identificationEtDescription:appellationsVernaculaires";"identificationEtDescription:nbreObjets";"identificationEtDescription:representations";"identificationEtDescription:denominations";"identificationEtDescription:nbreElements";"identificationEtDescription:numeroDInventaire";"identificationEtDescription:mouvement";"identificationEtDescription:techniques";"identificationEtDescription:ecoles";"identificationEtDescription:description";"identificationEtDescription:modesFonctionnement";"identificationEtDescription:autresNumeros";"identificationEtDescription:interetObjet";"identificationEtDescription:numeroDeDepot";"identificationEtDescription:anciensNumeros";"identificationEtDescription:particularites";"identificationEtDescription:etatDuBienHistory";"identificationEtDescription:onomastique";"identificationEtDescription:epoque";"identificationEtDescription:anciennesAttributions";"identificationEtDescription:appellation";"identificationEtDescription:descriptionsAnalytiques";"identificationEtDescription:autresDesignations";"identificationEtDescription:style";"identificationEtDescription:qualiteRealisation";"identificationEtDescription:precisionNumeroDInventaire";"identificationEtDescription:materiaux";"identificationEtDescription:rareteEnCollection";"identificationEtDescription:etatGeneral";"identificationEtDescription:appellations";"identificationEtDescription:etatActuelDuBien ### etat";"identificationEtDescription:etatActuelDuBien ### date";"item ### #text";"item ### precisions";"item ### mesuresSet";"item ### notes";"item ### precision";"item ### periode";"item ### affixe";"item ### traduction";"item ### transliteration";"item ### techniques";"item ### alphabet";"item ### inscription";"item ### type";"item ### justification";"item ### langue";"item ### emplacement";"item ### auteur";"identificationEtDescription:millesimeDeLOriginalCopie ### millesime";"identificationEtDescription:millesimeDeLOriginalCopie ### precision";"identificationEtDescription:millesimeDeLOriginalCopie ### affixe";"identificationEtDescription:millesimeDeLOriginalCopie ### notes";"identificationEtDescription:etatDuBienAcquisisionDepot ### dateConstat";"identificationEtDescription:etatDuBienAcquisisionDepot ### details";"identificationEtDescription:etatDuBienAcquisisionDepot ### etatInitialDuBien";"identificationEtDescription:etatDuBienAcquisisionDepot ### notes";"item ### complement";"item ### periodes";"item ### attribuePar";"item ### lieux";"item ### roles";"item ### millesimes";"item ### lesTechniques";"item ### lesMateriaux";"identificationEtDescription:periodeDeLOriginalCopie ### precision";"identificationEtDescription:periodeDeLOriginalCopie ### periode";"identificationEtDescription:periodeDeLOriginalCopie ### affixe";"identificationEtDescription:periodeDeLOriginalCopie ### notes";"item ### titre";"item ### millesime";"item ### affixes";"item ### denomination";"item ### numero";"item ### description";"item ### ecole";
"259445f0-0ac9-4f3a-a999-688d04034429";;;;;;;;;"";"1";"";"";"2015.3.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### mars ### ";"photographie ### ";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"48.5d74f0eba-9bb5-40a3-bc41-55ef7d0d55be ### ";" ###  ###  ### Création ###  ### date de prise de vue ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"Grouin du Sud - Baie du Mont-Saint-Michel Mars 2006. E A.O. Mériel ### ";"Signé, daté, titré ### ";"";"";"Au dos en bas à gauche ### ";" ### MÉRIELOlivier ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"a696b0b3-a5d6-441e-80e4-a544a915356a13507846-5fce-4564-9e32-f2bc4762392d ### ";" ### ";"";"";"";"";"Mont-Saint-Michel, grouin du sud, Saint-Léonard ### ";"2006 ### ";;;;;;;;"
"
"25c4d1ea-fc63-4a6e-a56e-88f112b992fa";;;;;;;;"";"";"1";"";"";"2015.0.34";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"45ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### SN 9 ###  ### Création ###  ### Dessin sur papier ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"Le phare de Sainte-AdresseJ. SENNEP ### ";"Signé et titré ### ";"";"";"En bas ### ";" ### Jean-Jacques Charles PENNES de son vrai nomSENNEP (dit)Jean ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"encre de Chine ### ";"papier ### ";"";"";"";"";"Le Phare de Sainte-Adresse ### ";;"Ancien numéro ### ";;;;;;;"
"
"25cdbc27-285b-46cb-bede-976018a01d40";;;;;;;;;"";"1";"";"";"A 219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"4,2fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### huile sur toile ###  ### date de signature ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"Alphonse LAMOTTE 1900 ###  ### Musée des Beaux-Arts de la ville du Havre ###  ### + LAMOTTE Portrait de M. MARAIS Maire du Havre 0.61 x 0.73.+ Pusey Beaumont Crassier - garde meuble transports emballages d'objets d'art - rue des Petites Ecuries 25 Paris ### ";"Signé et daté ###  ### Tampon ###  ### Etiquette ### ";"";"";"En haut à droite ###  ### Au dos ###  ### Au dos ### ";" ### LAMOTTEAlphonse ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Portrait de M. Marais ### ";"1900 ### ";;;;;;;;"
"
"25e2991a-dcf1-45d4-9fd1-03177af8fc62";;;;;;"";;;"";"";"";"";"2022.5.20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"334a124865-eb9c-4a28-8c00-220076a240d2 ###  ### 2562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Au crayon graphite HB ###  ### encres de Chine et acrylique, crayon Arlequin sur papier ###  ### date de signature ### ";"1er quart 21e siècle ### ";" ### titre provisoire ### ";"";"";"";"";"2022.5.20 ### ";"Numéro d'inventaire ### ";"";"";"Au dos en bas à gauche ### ";" ### Hervé LAMBION de ses vrais nom et prénom BALTAZARJulius ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"crayon Arlequin ### ";"papier ### ";"";"";"";"";"Sans titre ### ";"2017 ### ";;;;;;;;"
"
"25e4cdfe-b502-4be3-b61f-07d27f6d17f2";;;;;;;;;"";"1";"";"";"2015.2.47";"";"";"";"";"";;"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"2862edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### D 122 ###  ### registre d'inventaire 1871-1957 ###  ### aquarelle et gouache sur papier ###  ### registre d'inventaire 1871-1957 ### ";"4e quart 19e siècle ### ";" ### ancien titre ###  ### entre ###  ### et ### ";"";"";"";"";"felix Regamey ### ";"Signature ### ";"";"";"En bas à gauche ### ";" ### REGAMEYFélix ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"gouache (dessin) ### ";"";"";"";"";"";"Statue de Washington ###  ### La Statue de Washington (par Houdon) ### ";"1884 ###  ### 1890 ### ";"N° dépôt ###  ### Inv. FNAC (549) ###  ### 99 ### ";;;;;;;"
"
"25ebd87b-d488-457c-866f-defaa462af5f";;;;;;;"";"";"";"1";"";"";"AD 65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"0,3fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### Aquarelle sur papier ### ";"inconnue ### ";"";;;;;;;;"";;"INCONNU ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"aquarelle (dessin) ### ";"papier ### ";"";"";"";"";"Paysage d'Italie : la vieille demeure ### ";;;;;;;;;"
"
"25ed5e77-46d6-4ee2-a06e-484e4f275137";;;;;;;;"";"";"1";"";"";"G 53.447";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"86,5ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";" ### Création ### ";"2e moitié 19e siècle ### ";"";"";"";"";"";"BISSON FRERES PHOTOG. ### ";"Tampon ### ";"";"";"En bas à gauche ### ";" ### BISSON Frères : photographesBISSONAuguste-Rosalie ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"photographie ### ";"papier ### ";"";"";"";"";"Sans titre ### ";;;;;;;;;"
"
"26047236-d4a6-4735-9c2e-b67b39394db7";;;;;;"";"";;"";"";"";"";"2022.4.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";;"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"504a124865-eb9c-4a28-8c00-220076a240d2 ###  ### 6562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### fusain sur papier ### ";"1er quart 21e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"HOLLANAlexandre ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"fusain ### ";"papier ### ";"";"";"";"";"Chênes verts dans le vent [le buisson ardent] I ### ";"2009 ###  ### 2011 ### ";;;;;;;;"
"
"260a30a5-6b15-4e50-8b6a-3126bca1b69a";"";"";;;"";;"";;"";"";"";"";"59.64";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"lettre ### ";"8bcd7ec6-4251-4307-9a3e-7dd81c3d086c";;;"";"4e quart 19e siècle ### ";"";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"";"";"Lettre de Eugène Boudin à Pieter van der Velde, 7 mai 1889 ### ";"7 mai 1889 ### ";;;;;;;;"
"
"26104ba2-880b-431c-a13b-67b34243c5b1";;;;;;;"";"";"";"1";"";"";"E 18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"0,1fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";;;;;;;;"";;"BARTHELEMY				Henri ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";"granulation ### ";"papier ### ";"";"";"";"";"Une Chèvre ### ";;;;;;;;;"
"
"261d2990-c100-4eb8-8783-28a2dd32a3cd";;"";;;;;;"";"";"1";"";"";"E 304";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";" ### Epreuve d'artiste numérotée 8/40 ### ";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"21.562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Maximilien VOX ###  ### Création ### ";"1ère moitié 20e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"En bas à droite ### ";" ### Samuel William Théodore MONOD de son vrai nomVOX (dit)Maximilien ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";;;"";"";"";"";"Composition ### ";;;;;;;;;"
"
"26389062-ac2e-4cbb-8134-49c7f1b8a09d";;;;;;;;;"";"1";"";"";"A 35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"5462edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### huile sur toile ###  ### date de signature ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"PAUL BOFILS 1922 ###  ### représentant une ancre marine ###  ### Musée des Beaux-Arts de la ville du havre ###  ### Bofils portrait de l'auteur 0,54 x 0,65 ### ";"Signé et daté ###  ### Tampon ###  ### Tampon ###  ### Etiquette manuscrite ### ";"";"";"En bas à gauche ###  ### Au dos ###  ### Au dos ###  ### Au dos ### ";" ### BOFILSPaul Marcel Alexandre ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Portrait de l'auteur ### ";"1922 ### ";;;;;;;;"
"
"26413274-4e29-4261-8e33-450ed57311a2";;;;;;;;;"";"1";"";"";"63.9.10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"858acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### crayon lithographique sur papier ### ";"1er quart 20e siècle ### ";" ### vers ### ";"";"";"";"";"Raoul Dufy ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### DUFYRaoul ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"dessin ### ";"";"";"";"";"";"L'Estacade ### ";"1920 ### ";;;;;;;;"
"
"264858fa-0585-49eb-890a-a7dec8bfe416";;;;;;;"";;"";"205";"";"1";"2004.3.2";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"42.3c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Création ###  ### huile sur papier ### ";"2e quart 19e siècle ###  ### 3e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"papier ### ";"";"";"";"";"Ciel au coucher ### ";"1848 ###  ### 1853 ### ";;;;;;;;"
"
"265fe25f-e133-4891-a965-7f21a9441a83";;;;;;"";;"";"";"1";"";"";"2015.0.46.1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;" ### Piste donnée par Anne Henriette Auffret, 2016 ### ";;"bf2236d1-5101-4db4-9180-a844761644b5";"";"48562edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ### ";"2e quart 20e siècle ### ";"";"";"";"";"";"JAULMES piiix ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### JAULMESGustave Louis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture ### ";"toile ### ";"";"";"";"";"Projet de décoration pour la salle à manger de M. Schlienger à Grasse, 1926 ? ### ";;;;;;;;;"
"
"26664594-3730-4ebc-b301-b1609b214fbc";;;;;;;"";"";"";"1";"";"";"D 31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"2,5d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### Création ###  ### Pastel sur papier ### ";"2e quart 19e siècle ###  ### 2e moitié 19e siècle ### ";"";;;;;;;;"";;"GALBRUNDLouis Alphonse ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Pastelliste ### ";"";"pastel ### ";"papier ### ";"";"";"";"";"Quêteuse sous le Premier Empire ### ";;;;;;;;;"
"
"26730502-61e8-4442-b621-87519bc596be";;;;;;;;"";"";"1";"";"";"2004.3.101";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"77.4c501fe68-68ab-4ddf-a9e1-6708febf4ff8 ### ";" ### Création ###  ### Pastel sur papier vélin ### ";"4e quart 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";"Ch. Cottet ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### COTTETCharles ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"pastel ### ";"papier ### ";"";"";"";"";"Le Nil au Soudan ### ";;;;;;;;;"
"
"267b5507-eda5-4c82-a472-916e9fc66a86";;;;;;;;"";"";"1";"";"";"79.31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"9662edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Création ###  ### Lithographie ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"MUSEE DES BEAUX ARTSANDRE MALRAUXBoulevard J.-F. Kennedy76 LE HAVRE tél. 42.33.97 ###  ### Magnelli - provient de l'atelier de l'artiste ### ";"Tampon ###  ### Inscription ### ";"";"";"Au dos ###  ### Au dos ### ";" ### MAGNELLIAlberto ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Lithographe ### ";"";"lithographie ### ";"papier ### ";"";"";"";"";"Sans titre ### ";;;;;;;;;"
"
"267d14e0-d7ed-4bc4-995e-77d25cc29d06";;;;;;;"";;"";"1";"";"";"2009.1.29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sculpture ### ";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"26fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### Sculpture en bronze ### ";"2e quart 20e siècle ### ";"";;;;;;;;"";;"MARCKSGerhard ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"sculpture ### ";"bronze ### ";"";"";"";"";"Jeune homme assis ### ";"1942 ### ";;;;;;;;"
"
"2687a714-7ee8-449c-a4af-f40d89513f9b";;;;;;;;"";"";"1";"";"";"81.3";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"3.7d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### 1981.3 ###  ### Création ###  ### Pastel sur papier ### ";"2e moitié 20e siècle ### ";"";"";"";"";"";"Gérard FREGER 52 Bd François 1er 76600 Le HavrePays deCaux. ###  ### Artem15 rue Boussin Gault 75013 PARIS.Musée des Beaux-Arts de la ville du Havre. ### ";"Inscription ###  ### Tampon ### ";"";"";"Au dos ###  ### Au dos ### ";" ### FREGERGérard ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"pastel ### ";"papier ### ";"";"";"";"";"Paysage de Caux ### ";;"Ancien numéro ### ";;;;;;;"
"
"268f9bd2-986e-4f52-a50b-8aa60700eb3f";;;;;;;;;"";"1";"";"";"2004.3.66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2fc342777-6134-4a98-a407-08f206835f4b ### ";" ### Création ###  ### Huile sur toile ###  ### date de signature ### ";"4e quart 19e siècle ### ";"";"";"";"";"";"Sisley 85 ###  ### 1 - Suite de chiffres à lapeinture blanche 20010 / 41671 / 41419 / 72744 / 714952 - à la peinture blanche : XN012723 - à la craie: C 7636.4 - inscriptions au crayon: 44.. ./ 80 / 12/85 - inscription au crayon bleu : 5612-B6 - étiquettes imprimées (superposées) : LEBRUN/ENCADREUR DEPUIS 1847/CADRES ANCIENS/ BOIS SCULPTE /DECORA TION/ 155 FAUB. ST-HONORE / PARIS BAL 14-66 /N° 6.736 (dactylographié), la même étiquette en dessous avec n° dactylographiée: 5.612-B7 - inscription au crayon bleu: 19 de large8 - inscription au crayon: 219 - étiquette avec inscription à l'encre et à l'encre rouge très effacées : 518 /Sisley ( ?) / grec10 - inscription au crayon bleu: 16211 -étiquette autocollante avec inscription au crayon : 21212 - inscription au crayon bleu: 7 ou 17113 - inscription au crayon bleu: 13392 (entouré)14 - étiquette en papier gommé avec inscription à l'encre: 3487 collée sur une même étiquette avec le numéro 2493 collée sur une étiquette impirmée: 15790 (ces étiquettes ont été décollées et reportées les unes sous les autres).15 - inscription au crayon bleu: 409816 - inscription au crayon très effacée (de l'artiste?) : St-Mammes.17 - cachet de marchand de couleurs: dans une palette, très peu lisible. ### ";"Signé et daté ###  ### Notice catalogue Senn ### ";"";"";"En bas à droite ### ";" ### SISLEYAlfred ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Le Loing à Saint-Mammès ### ";"1885 ### ";;"Sisley a peint sur les lieux mythiques de l'impressionnisme, Louveciennes, Argenteuil, Bougival, découvrant avec Monet, Renoir, Bazille et Pissarro, une nature à l'état sauvage dans la forêt Fontainebleau, champ d'investigation des peintres de l'école de Barbizon depuis 1830. Dans la dynamique du mouvement naissant, il assimile les principes fondateurs de l'impressionnisme auxquels il s'attachera indéfectiblement.La crue de la Seine et l'inondation des quais à Port Marly en 1872 et en 1876, les rives de la Tamise et les écluses de Hampton Court durant l'été 1874 sont déjà pour Sisley le prétexte à de mini séries, au moment où Monet étudie le motif de la gare Saint-lazare sous des lumières multiples.Son premier succès au Salon de 1868 est resté une exception dans une vie traversée par les difficultés financières. Echapperont à cette cécité critique Camille Mauclair, Gustave Geffroy, perspicace et attentif et Adolphe Tavernier, admirateur inconditionnel.Une vie à crédit le contraint à s'éloigner de Paris pour se loger de plus en plus modestement, de Marly-le-Roy à Sèvres en 1877, puis à Veneux-Nadon en 1880. Le peintre retrouve ses racines, dans la région de Moret-sur-Loing qu'il adopte jusqu'à sa mort en 1899.Sisley s'installe dans ce nouvel univers au moment même où les impressionnistes remettent en question les principes fondamentaux de leur pratique, sous les attaques de Zola, pourtant défenseur de la première heure.Le pont de Moret a déjà attiré Théodore Rousseau en 1828-29 et Camille Corot en 1850-60, référence essentielle de Sisley \" C'est Corot qui l'impressionne, le Corot clair et argenté, à la fois solide et léger, toujours large, profond, infini, le Corot rêveur. \" (1)Né à Paris dans une famille d'origine anglaise, envoyé au Royaume uni à 18 ans, Sisley, a découvert avant les futurs impressionnistes l'œuvre de Turner largement exposée à Londres et celle de John Constable, autre maître incontesté du paysage anglais. Représentant presque exclusivement la campagne de Dedham la peinture de Constable détermine certainement cette appréhension topographique des lieux qui culmine dès 1881 dans les panorama de Saint-Mammès à Moret.\" Sisley a ainsi trouvé sa région. C'est la lisière de la Forêt de Fontainebleau, les petites villes échelonnées sur les bords de la Seine et du Loing, Moret, Saint-Mammès. \" (2) Cette configuration géographique particulière, confluence du fleuve et de la rivière à demi canalisée, imprègne les paysages d'une atmosphère dont Sisley s'empare. Dans une lettre adressée à Tavernier le 19 janvier 1892, il s'exclame : \" C'est à Moret devant cette nature si touffue, ses grands peupliers, cette eau du Loing si belle, si transparente, si changeante, c'est à Moret certainement que j'ai fait le plus de progrès dans mon art.\" (3)De 1882 à 1885, entre Moret, ville de campagne médiévale et Saint-Mammès réputée pour ses constructions de bateaux et ses activités traditionnelles, Sisley, suivant une logique de vues séquentielles, multipliant les points de vue dans une pure démarche impressionniste, explore les bords du Loing entre le confluant et le viaduc de chemin de fer. En 1885, le groupe de maisons situé près des écluses mobilise son attention et lui fournit le motif d'un ensemble de compositions assimilable à une véritable série.Sisley se livre pendant l'été 1885 à un relevé systématique des lieux fixé dans ses carnets de dessins, recueil annoté de détails techniques. Malgré l'ambiguïté du titre, Le Loing à Saint-Mammès, il semble s'être posté à l'exacte confluence de la rivière se jetant dans la Seine, sur la berge du Loing, le regard balayant le fleuve et la petite ville.On devine le pont noyé dans le bleu laiteux du lointain, représenté avec une précision et une composition toute japonisante dans une oeuvre de 1881 (Le Pont de Saint-Mammès, D. 424, Philadelphie Museum of Art, The John G. Johnson Collection). Le cours de la rivière, selon une composition traditionnelle, fuit vers un point géométriquement harmonique qui stabilise les bandes horizontales du premier plan, du bloc d'habitations, et du ciel immense sur une ligne d'horizon abaissée. L'évocation des coteaux de La Celle-Sous-Moret sur l'autre rive est fermement épaulée par la diagonale sombre de la péniche. A l'instar de Constable, Sisley s'attache structurellement aux figures témoignant des activités portuaires autour des péniches et des chantiers, s'attarde devant les chantiers, la Construction d'un bateau à Saint-Mammès, (Collection particulière. D. 580), ou un Pont en construction, (Charlottenlud Ordrupgardsammlungen. D. 582).Protagoniste essentiel de ce paysage, le ciel absorbe les deux-tiers de la composition. Comme Constable, dans l'étude systématique de la typologie des nuages, il attribue un rôle architectural au ciel qui ne peut pas se réduire à un fond. \" Il contribue au contraire [...] à donner de la profondeur par ses plans [...] Je commence toujours par le ciel \" . (4)Stéphane Mallarmé évoque la captation des formations nuageuses et leur incidence sur la qualité de la lumière : \" Sisley fixe les moments fugitifs de la journée, observe un nuage qui passe et semble le prendre en son vol. Sur sa toile, l'air vif se déplace et les feuilles encore frissonnent et tremblent.\"(5)Ici, Sisley ne dispose pas d'un premier plan de végétation ni de la surface de l'eau que lui offrent les vues peintes sur la berge opposée du Loing (Bords du Loing à Saint-Mammès, 1885, D. 608, New York, Collection d'Arnold et Anne Gumowitz).Dans Le magistral \" avant-plan \" de la berge, véritable espace d'abstraction pure, il projette l'ombre portée des nuages en touches libres et énergiques, comme une palette des couleurs. Enserrées entre ces deux espaces, les façades des maisons concentrent un nuancier raffiné de gris colorés, bleus, pourpres, mauves, lilas. \" ce ton lilas qui, à lui seul, a la puissance d'indigner le public au moins autant que toutes les monstruosités réunies qu'on attribue aux impressionnistes.\"(6) . En contraste, l'orange vif des tuiles coiffant les toits des maisons équilibre la masse sombre de la péniche. Chaque plan est animé d'une touche caractéristique : touche enlevée et somptueuse pour la berge, aplats structurés des maisons, légèreté vibrante de la végétation, transparence du ciel.Dans les années 1880, Sisley comme les impressionnistes s'interroge sur les propriétés inhérentes à la couleur et donne ses propres réponses en accentuant chaque teinte, élaborant une gamme chromatique qu'on retrouvera dans les vues côtières du Pays de Galles en 1897. Notre toile, sans doute rapidement réalisée, laisse apparaître l'enduit, conserve dans les angles la trace des petits clous qui permettait un transport groupé à une autre toile.On a fréquemment comparé Sisley à Monet, les vues de Moret à celles de Vétheuil, en 1880, la vingtaine de vues de la Côte galloise à la série peinte par Monet à Pourville en 1897, la série magistrale de la cathédrale de Moret de 1893-94 aux Cathédrales de Rouen.Adolphe Tavernier dans la préface au catalogue de l'exposition L'atelier de Sisley à la galerie Bernheim-jeune (7)évoque \" L'accord exquis du motif lumineux et de l'émotion de ces toiles où la nature semble, en fait, s'offrir toute palpitante à une communication directe.Dans ce sens, on a pu, justement dire qu'un beau paysage était un état de l'âme. \"Michèle Blanchard(1) Leclercq, \"Alfred Sisley\", Gaette des Beaux-Arts, mars 1899, pp. 227-238.(2) Gustave Geffroy, \"Les Cahiers d'aujourd'hui\", Sisley, Paris, Crès, 1923, p. 23.(3) Richard Shone, Sisley, Londres, Phaïdon, 1992, p. 216.(4) Ibid, p. 218.(5) Stéphane Mallarmé, \" The impressionnists and Edouard Manet\", The art monthly review, Londres, 30 septembre 1876.(6) Théodore Duret, 1878, cité dans Denys Riout, \"Critique, d'avant-garde, Théodore Duret\", Paris, ENSBA, 1998.(7) 2-14 décembre 1907 ### ";;;;;;"
"
